stratum,treatment,outcome
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,0,0
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,1
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
high_intent,1,0
